"name_tbl","name_fld","format_4_01","format_4_07","is_active_format_4_07"
s_local_company_address_fias_info,svadresul_adresfias_region_naimregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^@НаимРегион,true
s_local_company_address_fias_info,svadresul_svresizmmn_gorod_naimgorod,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@НаимГород,true
s_local_company_address_fias_info,svadresul_svnedadresul_grndata_valid_from,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ^ГРНДата^@ДатаЗаписи,true
s_local_company_address_fias_info,svadresul_svresizmmn_region_tipregion,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипРегион,true
s_local_company_address_fias_info,hash_diff,,hash_diff,true
s_local_company_address_fias_info,ogrn,,ogrn,true
s_local_company_registration_info,ogrn,,ogrn,true
s_local_company_address_fias_info,svadresul_svresizmmn_rajon_tiprajon,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвРешИзмМН^@ТипРайон,true
s_local_company_address_fias_info,svadresul_svnedadresul_ressudnedadr_nomer,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвНедАдресЮЛ@^РешСудНедАдр^@Номер,true
s_local_company_address_fias_info,svadresul_adresfias_grndata_grn,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ГРНДата^@ГРН,true
s_local_company_registration_info,svobrul_spobrul_naimspobrul,,Файл^Документ^СвЮЛ^СвОбрЮЛ^СпОбрЮЛ^@НаимСпОбрЮЛ,true
s_local_company_registrator_info,svregorg_kodno,,Файл^Документ^СвЮЛ^СвРегОрг^@КодНО,true
s_local_company_registrator_info,svregorg_naimno,,Файл^Документ^СвЮЛ^СвРегОрг^@НаимНО,true
s_local_company_registrator_info,svregorg_grndata_grn,,Файл^Документ^СвЮЛ^СвРегОрг^ГРНДата^@ГРН,true
s_local_company_registrator_info,svregorg_grndata_valid_from,,Файл^Документ^СвЮЛ^СвРегОрг^ГРНДата^@ДатаЗаписи,true
s_local_company_registrator_info,local_company_pk,,hash_func,true
s_local_company_registrator_info,load_dtm,,now_f,true
s_local_company_registrator_info,rec_src,,EGRUL,true
s_local_company_registrator_info,svregorg_adrro,,"Файл^Документ^""СвЮЛ^СвРегОрг^@АдрРО",true
s_local_company_state_info,svstatus_grndata_grn,,Файл^Документ^СвЮЛ^СвСтатус^ГРНДата^@ГРН,true
s_local_company_state_info,svstatus_grndata_valid_from,,Файл^Документ^СвЮЛ^СвСтатус^ГРНДата^@ДатаЗаписи,true
s_local_company_state_info,svstatus_svresisklul_datapublikazii,,Файл^Документ^СвЮЛ^СвСтатус^СвРешИсклЮЛ^@ДатаПубликации,true
s_local_company_state_info,svstatus_svresisklul_datares,,Файл^Документ^СвЮЛ^СвСтатус^СвРешИсклЮЛ^@ДатаРеш,true
s_local_company_state_info,svstatus_svresisklul_nomerjurnala,,Файл^Документ^СвЮЛ^СвСтатус^СвРешИсклЮЛ^@НомерЖурнала,true
s_local_company_state_info,svstatus_svresisklul_nomerres,,Файл^Документ^СвЮЛ^СвСтатус^СвРешИсклЮЛ^@НомерРеш,true
s_local_company_state_info,svstatus_svstatus_kodstatusul,, Файл^Документ^СвЮЛ^СвСтатус^СвСтатус^@КодСтатусЮЛ,true
s_local_company_state_info,svstatus_svstatus_naimstatusul,,Файл^Документ^СвЮЛ^СвСтатус^СвСтатус^@НаимСтатусЮЛ,true
s_local_company_state_info,local_company_pk,,hash_func,true
s_local_company_state_info,load_dtm,,now_f,true
s_local_company_state_info,rec_src,,EGRUL,true
s_local_company_tax_authority_registration_info,local_company_pk,,hash_func,true
s_local_company_tax_authority_registration_info,load_dtm,,now_f,true
s_local_company_address_fias_info,svadresul_adresfias_pomeszdania_tip,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ПомещЗдания^@Тип,true
s_local_company_address_fias_info,svadresul_adresfias_elplanstruktur_naim,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ЭлПланСтруктур^@Наим,true
s_local_company_address_fias_info,svadresul_adresfias_pomeskvart_nomer,,Файл^Документ^СвЮЛ^СвАдресЮЛ^СвАдрЮЛФИАС^ПомещЗдания^@Номер,true
s_local_company_tax_authority_registration_info,svucetno_datapostuc,,Файл^Документ^СвЮЛ^СвУчетНО^@ДатаПостУч,true
s_local_company_tax_authority_registration_info,svucetno_inn,,Файл^Документ^СвЮЛ^СвУчетНО^@ИНН,true
s_local_company_tax_authority_registration_info,svucetno_kpp,,Файл^Документ^СвЮЛ^СвУчетНО^@КПП,true
s_local_company_tax_authority_registration_info,svucetno_grndata_grn,,Файл^Документ^СвЮЛ^СвУчетНО^ГРНДата^@ГРН,true
s_local_company_tax_authority_registration_info,svucetno_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУчетНО^ГРНДата^@ДатаЗаписи,true
s_local_company_tax_authority_registration_info,svucetno_svno_kodno,,Файл^Документ^СвЮЛ^СвУчетНО^СвНО^@КодНО,true
s_local_company_tax_authority_registration_info,svucetno_svno_naimno,,Файл^Документ^СвЮЛ^СвУчетНО^СвНО^@НаимНО,true
s_local_company_pension_fund_info,svregpf_svorgpf_kodpf,,Файл^Документ^СвЮЛ^СвРегПФ^СвОргПФ^@КодПФ,true
s_local_company_pension_fund_info,svregpf_svorgpf_naimpf,,Файл^Документ^СвЮЛ^СвРегПФ^СвОргПФ^@НаимПФ,true
s_local_company_pension_fund_info,local_company_pk,,hash_func,true
s_local_company_pension_fund_info,load_dtm,,now_f,true
s_local_company_pension_fund_info,rec_src,,EGRUL,true
s_local_company_social_insurance_fund_info,svregfss_datareg,,Файл^Документ^СвЮЛ^СвРегФСС^@ДатаРег,true
s_local_company_social_insurance_fund_info,svregfss_regnomfss,,Файл^Документ^СвЮЛ^СвРегФСС^@РегНомФСС,true
s_local_company_pension_fund_info,svregpf_datareg,,Файл^Документ^СвЮЛ^СвРегПФ^@ДатаРег,true
s_local_company_pension_fund_info,svregpf_regnompf,,Файл^Документ^СвЮЛ^СвРегПФ^@РегНомПФ,true
s_local_company_pension_fund_info,svregpf_grndata_grn,,Файл^Документ^СвЮЛ^СвРегПФ^ГРНДата^@ГРН,true
s_local_company_pension_fund_info,svregpf_grndata_valid_from,,Файл^Документ^СвЮЛ^СвРегПФ^ГРНДата^@ДатаЗаписи,true
s_local_company_social_insurance_fund_info,svregfss_grndata_grn,,Файл^Документ^СвЮЛ^СвРегФСС^ГРНДата^@ГРН,true
s_local_company_social_insurance_fund_info,svregfss_grndata_valid_from,,Файл^Документ^СвЮЛ^СвРегФСС^ГРНДата^@ДатаЗаписи,true
s_local_company_social_insurance_fund_info,svregfss_svorgfss_kodfss,,Файл^Документ^СвЮЛ^СвРегФСС^СвОргФСС^@КодФСС,true
s_local_company_social_insurance_fund_info,svregfss_svorgfss_naimfss,,Файл^Документ^СвЮЛ^СвРегФСС^СвОргФСС^@НаимФСС,true
s_local_company_social_insurance_fund_info,local_company_pk,,hash_func,true
s_local_company_social_insurance_fund_info,rec_src,,EGRUL,true
s_local_company_social_insurance_fund_info,load_dtm,,now_f,true
s_local_company_registrator_info,hash_diff,,hash_diff,true
s_local_company_state_info,hash_diff,,hash_diff,true
s_local_company_tax_authority_registration_info,hash_diff,,hash_diff,true
s_local_company_pension_fund_info,hash_diff,,hash_diff,true
s_local_company_registrator_info,ogrn,,ogrn,true
s_local_company_state_info,ogrn,,ogrn,true
s_local_company_tax_authority_registration_info,ogrn,,ogrn,true
s_local_company_pension_fund_info,ogrn,,ogrn,true
s_local_company_social_insurance_fund_info,ogrn,,ogrn,true
s_local_company_company_authorized_capital_info,svustkap_naimvidkap,,Файл^Документ^СвЮЛ^СвУстКап^@НаимВидКап,true
s_local_company_company_authorized_capital_info,svustkap_sumkap,,Файл^Документ^СвЮЛ^СвУстКап^@СумКап,true
s_local_company_company_authorized_capital_info,svustkap_grndata_grn,,Файл^Документ^СвЮЛ^СвУстКап^ГРНДата^@ГРН,true
s_local_company_company_authorized_capital_info,svustkap_grndata_valid_from,,Файл^Документ^СвЮЛ^СвУстКап^ГРНДата^@ДатаЗаписи,true
s_local_company_company_authorized_capital_info,svustkap_dolarubla_znamenat,,Файл^Документ^СвЮЛ^СвУстКап^ДоляРубля^@Знаменат,true
s_local_company_company_authorized_capital_info,svustkap_dolarubla_cislit,,Файл^Документ^СвЮЛ^СвУстКап^ДоляРубля^@Числит,true
s_local_company_company_authorized_capital_info,svustkap_svedumuk_velumuk,,Файл^Документ^СвЮЛ^СвУстКап^СведУмУК^@ВелУмУК,true
